order_id,customer_id,order_date,region_id,store_id,order_status,shipping_method,shipping_cost,discount_amount,tax_amount,order_total
50426,2309,2024-06-29,2,4,Completed,Standard,4.48,10.44,13.88,216.65
50427,14272,2025-05-24,8,20,Completed,Economy,4.46,2.56,4.86,78.82
50428,9363,2025-11-27,6,15,Completed,Economy,3.36,0.0,22.07,340.65
50429,9463,2025-02-20,8,19,Completed,Standard,6.84,2.57,6.57,107.26
50430,11997,2025-11-25,6,13,Completed,Standard,5.8,130.14,27.33,423.56
50431,2791,2023-12-17,3,5,Completed,Standard,4.25,49.22,27.23,420.51
50432,191,2025-05-27,1,1,Completed,Standard,4.12,6.76,14.0,218.06
50433,7661,2025-02-27,3,7,Completed,Standard,4.03,1.71,3.47,57.09
50434,9288,2024-02-26,3,5,Completed,Standard,4.75,43.66,37.32,575.22
50435,6894,2025-05-18,5,10,Completed,Standard,5.51,0.0,7.54,120.81
50436,471,2025-02-13,7,17,Completed,Standard,7.32,3.52,9.03,145.34
50437,1582,2024-10-03,2,4,Completed,Standard,4.6,0.0,15.25,237.67
50438,7877,2025-07-27,7,17,Completed,Standard,6.82,0.0,11.96,189.69
50439,14935,2025-06-20,2,4,Completed,Economy,2.74,0.0,1.14,20.22
50440,833,2025-06-30,5,10,Completed,Economy,2.79,7.1,31.77,488.42
50441,8916,2025-09-10,4,9,Completed,Express,14.23,3.39,2.14,46.88
50442,13565,2025-07-25,4,9,Completed,Standard,3.98,0.0,2.24,38.27
50443,7923,2023-08-27,2,4,Completed,Economy,2.61,2.98,43.9,673.67
50444,11911,2025-01-22,4,9,Completed,Standard,5.25,29.91,20.02,311.2
50445,5252,2025-06-27,1,2,Completed,Standard,3.37,15.02,9.71,151.84
50446,10926,2025-12-29,6,12,Completed,Standard,6.25,26.61,7.08,114.5
50447,12744,2025-05-25,2,4,Completed,Express,11.76,68.88,37.54,585.63
50448,2384,2025-11-03,3,7,Completed,Express,11.95,63.33,68.78,1063.25
50449,7526,2024-01-31,5,11,Completed,Next-Day,21.74,0.0,27.68,444.81
50450,7812,2025-04-16,1,2,Pending,Express,11.25,0.0,3.03,57.51
50451,3774,2025-06-15,2,4,Completed,Economy,2.55,39.12,18.74,288.95
50452,14099,2025-12-02,2,4,Completed,Standard,4.24,105.01,45.52,700.07
50453,13519,2024-06-29,8,18,Pending,Next-Day,30.77,0.0,7.95,152.33
50454,1075,2024-08-27,4,9,Completed,Express,13.01,7.33,10.42,172.31
50455,4429,2024-11-30,1,2,Completed,Economy,3.13,0.0,3.71,59.83
50456,2785,2025-11-04,5,10,Completed,Express,13.95,15.28,2.5,52.11
50457,1976,2024-09-06,5,11,Completed,Economy,3.03,7.16,4.51,71.96
50458,14747,2025-07-31,6,13,Completed,Standard,6.81,2.44,18.88,295.37
50459,11713,2025-11-29,6,13,Completed,Express,18.25,3.49,1.39,39.44
50460,8693,2025-09-29,4,9,Completed,Next-Day,18.25,2.01,2.67,59.08
50461,12419,2025-11-16,3,5,Completed,Standard,4.55,38.47,34.07,525.32
50462,3365,2025-08-23,4,9,Completed,Standard,5.19,3.0,3.99,66.15
50463,12350,2024-08-06,4,9,Completed,Standard,5.02,3.14,14.91,232.94
50464,3698,2025-06-21,5,11,Completed,Standard,5.43,2.5,1.57,29.48
50465,12686,2025-08-13,4,9,Completed,Standard,5.32,6.49,6.42,103.44
50466,450,2025-12-28,2,4,Returned,Economy,2.88,37.31,6.45,101.52
50467,3732,2025-06-07,4,9,Completed,Standard,4.84,14.45,19.22,298.61
50468,202,2024-09-06,1,3,Completed,Standard,4.37,0.0,3.87,63.5
50469,6671,2025-11-27,2,4,Completed,Express,13.14,89.89,37.06,579.59
50470,2102,2025-04-22,5,10,Completed,Standard,5.64,18.26,13.78,216.32
50471,9297,2025-08-12,5,11,Completed,Next-Day,19.92,0.0,1.83,47.87
50472,9216,2025-10-14,1,2,Completed,Express,11.11,1.31,2.88,55.1
50473,1555,2024-08-17,1,2,Completed,Standard,4.34,0.0,25.87,399.81
50474,13673,2025-09-24,2,4,Completed,Next-Day,19.6,0.0,21.99,355.72
50475,3423,2025-11-05,2,4,Completed,Standard,5.0,19.41,22.43,347.79
50476,4597,2024-12-05,7,16,Completed,Express,15.61,105.76,22.21,355.09
50477,2171,2024-11-09,3,6,Completed,Standard,4.1,0.0,1.07,20.47
50478,8905,2025-06-17,4,9,Cancelled,Express,12.84,11.99,2.73,54.54
50479,3492,2025-06-21,5,10,Completed,Express,12.64,6.84,15.11,243.61
50480,4337,2024-08-30,1,1,Completed,Standard,3.99,8.7,15.49,240.71
50481,9558,2025-09-20,1,1,Completed,Standard,4.84,2.51,6.15,98.84
50482,5467,2025-03-30,1,1,Completed,Standard,4.9,19.4,12.22,191.71
50483,14139,2025-12-31,3,5,Completed,Standard,4.25,20.23,5.67,90.85
50484,5944,2024-12-02,6,13,Completed,Standard,6.84,4.59,4.18,70.67
50485,7904,2025-07-26,6,14,Completed,Express,15.53,0.0,14.58,238.4
50486,1260,2023-11-25,1,1,Completed,Economy,3.3,52.92,15.72,243.53
50487,4330,2023-11-27,1,3,Completed,Economy,2.86,90.89,52.31,802.4
50488,9358,2025-12-25,2,4,Completed,Standard,4.82,65.26,10.66,167.74
50489,2403,2024-04-28,2,4,Completed,Express,13.45,0.0,6.63,114.84
50490,462,2025-07-26,3,7,Completed,Standard,4.34,8.95,13.38,208.93
50491,14715,2025-01-15,3,6,Completed,Standard,4.45,8.53,7.47,118.66
50492,1500,2024-01-22,7,16,Completed,Economy,3.75,0.53,0.7,14.48
50493,1055,2024-07-13,4,9,Completed,Standard,5.24,19.53,12.3,193.31
50494,12640,2025-07-05,4,9,Completed,Standard,4.41,53.05,27.03,417.62
50495,7193,2024-06-14,4,9,Completed,Standard,4.89,19.9,5.57,90.04
50496,8579,2025-06-19,2,4,Completed,Standard,5.47,18.28,14.75,230.95
50497,11039,2025-11-04,1,1,Completed,Standard,4.37,21.89,13.79,215.15
50498,7192,2024-01-25,3,8,Completed,Standard,4.43,33.06,36.64,564.5
50499,13898,2024-11-26,2,4,Completed,Standard,4.98,13.84,7.51,119.81
50500,2341,2023-08-16,3,7,Completed,Economy,2.93,47.58,39.78,611.05
50501,4447,2025-06-01,2,4,Completed,Standard,4.61,13.41,10.58,166.27
50502,4649,2025-04-14,3,5,Completed,Standard,3.98,0.0,8.1,127.8
50503,11012,2025-12-31,3,6,Completed,Standard,4.43,17.37,12.38,193.72
50504,4955,2024-03-26,4,9,Completed,Express,13.23,0.0,5.26,93.67
50505,11014,2025-10-25,7,16,Completed,Express,17.38,24.41,22.41,359.87
50506,4461,2025-10-19,1,1,Returned,Standard,4.27,10.01,16.39,254.85
50507,610,2025-12-31,1,3,Completed,Standard,4.97,0.0,28.72,443.96
50508,2138,2025-10-26,6,13,Completed,Next-Day,23.72,8.77,1.84,51.89
50509,7013,2025-04-28,1,2,Completed,Standard,4.68,22.83,54.53,838.24
50510,3382,2025-08-22,6,15,Completed,Express,16.43,0.72,0.95,31.02
50511,4558,2025-12-04,6,15,Completed,Standard,6.3,0.0,13.37,210.61
50512,1505,2024-01-15,8,18,Completed,Standard,7.37,3.22,31.18,483.96
50513,7443,2024-05-25,7,17,Completed,Express,17.96,2.55,15.14,249.36
50514,4160,2025-11-03,3,6,Completed,Standard,4.28,72.63,45.76,703.71
50515,12473,2025-12-31,2,4,Completed,Economy,2.73,0.0,1.77,29.85
50516,7524,2025-01-30,5,11,Completed,Express,16.01,33.96,13.08,215.98
50517,5785,2025-05-30,7,17,Completed,Standard,6.06,17.03,10.73,170.08
50518,5320,2025-11-26,3,5,Completed,Express,10.47,0.0,9.49,155.6
50519,13279,2024-11-14,3,6,Completed,Economy,2.33,97.41,28.36,435.77
50520,6333,2025-12-11,2,4,Completed,Economy,2.68,6.25,8.32,129.81
50521,13267,2025-10-11,2,4,Completed,Express,13.88,21.4,45.52,709.67
50522,13485,2024-06-14,8,18,Completed,Standard,7.29,5.25,6.98,113.99
50523,4794,2024-11-11,1,1,Completed,Standard,4.45,2.62,1.65,29.72
50524,12210,2025-09-22,1,2,Cancelled,Standard,3.91,1.73,2.3,39.09
50525,10531,2024-02-14,1,1,Completed,Standard,4.78,34.28,45.59,701.65
50526,10986,2025-06-20,1,2,Completed,Standard,4.7,0.0,14.68,229.16
50527,14879,2025-08-12,4,9,Completed,Standard,4.49,0.0,12.24,191.64
50528,14498,2025-09-16,3,5,Completed,Next-Day,16.51,7.67,8.35,144.17
50529,14204,2025-04-05,1,1,Completed,Standard,4.03,1.25,1.66,29.4
50530,14139,2025-12-31,3,6,Returned,Standard,3.93,6.6,1.39,25.12
50531,13599,2024-10-25,1,3,Completed,Next-Day,18.72,22.96,9.48,163.67
50532,13587,2025-10-08,3,8,Returned,Express,10.6,0.0,9.4,154.23
50533,12427,2025-09-21,6,14,Completed,Express,15.02,0.0,13.31,218.53
50534,12490,2025-03-12,4,9,Completed,Standard,4.98,0.0,11.66,183.26
50535,13953,2025-12-08,6,14,Completed,Standard,7.23,51.72,10.86,173.25
50536,9903,2025-12-31,5,10,Completed,Economy,3.19,7.86,3.12,50.87
50537,11640,2025-09-27,1,1,Completed,Express,14.73,1.34,1.78,41.99
50538,10341,2024-04-25,8,19,Completed,Next-Day,25.4,76.07,56.11,883.02
50539,6643,2024-11-18,1,1,Completed,Standard,3.8,3.18,7.89,124.44
50540,6583,2024-12-05,2,4,Completed,Express,12.71,16.96,10.68,176.01
50541,11153,2025-10-09,2,4,Completed,Express,12.66,13.92,18.52,295.72
50542,3039,2024-11-13,3,5,Completed,Standard,4.31,8.48,16.05,249.68
50543,3216,2025-03-04,6,12,Completed,Economy,3.91,20.48,11.85,185.02
50544,7381,2024-05-18,3,6,Completed,Standard,4.27,28.23,15.34,238.75
50545,9349,2025-10-27,6,12,Completed,Express,15.62,0.0,13.74,225.66
50546,5760,2025-07-19,2,4,Completed,Standard,4.84,2.23,24.71,382.48
50547,3588,2025-11-01,8,20,Cancelled,Express,20.16,9.67,3.84,78.83
50548,3689,2024-05-22,1,3,Completed,Standard,5.07,0.0,1.12,22.25
50549,6207,2025-10-05,7,16,Completed,Express,17.91,0.65,5.39,100.32
50550,555,2025-11-08,6,14,Completed,Economy,3.65,46.14,22.21,343.08
50551,5353,2024-10-06,2,4,Completed,Standard,4.59,34.75,42.81,658.93
50552,10217,2024-06-04,1,3,Completed,Standard,4.73,9.5,3.77,62.36
50553,4933,2025-05-25,4,9,Completed,Express,12.62,4.33,5.75,100.56
50554,337,2024-08-04,8,20,Completed,Standard,7.36,55.59,81.44,1252.29
50555,14734,2024-12-01,8,19,Completed,Next-Day,28.98,20.32,8.06,152.17
50556,11482,2024-11-22,8,20,Completed,Standard,7.1,6.68,2.65,47.63
50557,13630,2025-12-31,3,8,Cancelled,Standard,4.11,86.97,19.69,305.13
50558,5357,2025-03-08,7,16,Completed,Next-Day,24.33,11.04,15.06,254.59
50559,7554,2024-10-31,4,9,Completed,Standard,4.75,40.28,10.7,168.34
50560,1762,2023-08-16,4,9,Completed,Economy,2.89,0.65,11.68,181.37
50561,13781,2024-03-11,6,15,Completed,Next-Day,20.39,21.07,10.72,184.32
50562,5279,2025-03-11,2,4,Completed,Express,12.86,3.81,6.28,108.91
50563,178,2024-05-19,5,10,Returned,Standard,5.29,2.1,5.93,95.87
50564,12484,2025-08-27,1,3,Completed,Express,12.71,0.0,23.18,367.07
50565,11605,2024-08-27,3,7,Completed,Express,10.69,1.38,3.91,70.52
50566,2247,2023-06-20,3,5,Completed,Standard,3.97,19.75,55.35,850.05
50567,5400,2025-12-28,7,17,Returned,Standard,6.07,3.5,7.09,114.43
50568,13434,2024-02-26,5,11,Completed,Express,12.09,0.0,2.11,44.36
50569,5496,2023-10-15,5,11,Returned,Economy,2.93,4.5,7.27,114.03
50570,13416,2025-09-20,1,3,Completed,Standard,4.03,6.44,4.51,73.0
50571,8005,2024-08-19,7,16,Completed,Standard,5.93,27.32,4.46,74.15
50572,11232,2025-11-11,3,5,Completed,Next-Day,16.06,4.92,6.55,116.13
50573,11020,2023-12-09,4,9,Completed,Economy,2.73,110.48,35.52,545.73
50574,10816,2025-11-12,1,1,Completed,Express,10.6,14.67,5.82,99.53
50575,4237,2025-12-31,5,11,Completed,Standard,4.82,1.78,2.37,41.11
50576,13317,2025-08-13,8,19,Completed,Express,18.68,3.85,5.12,96.97
50577,1730,2025-12-31,1,2,Completed,Express,12.58,12.73,21.32,338.53
50578,147,2024-03-09,2,4,Completed,Economy,2.75,0.0,5.05,79.97
50579,14983,2024-10-03,3,8,Cancelled,Standard,4.73,0.0,1.27,24.18
50580,5214,2025-08-08,8,20,Completed,Standard,6.74,0.0,4.81,80.27
50581,6414,2024-12-06,2,4,Completed,Economy,2.87,0.0,5.29,83.8
50582,13216,2025-10-15,1,2,Completed,Standard,4.54,0.81,8.7,137.54
50583,9695,2025-06-08,5,11,Completed,Economy,3.0,2.09,2.77,45.4
50584,5987,2025-10-01,3,8,Completed,Standard,4.26,7.65,10.17,159.73
50585,13318,2023-07-28,2,4,Completed,Standard,5.25,9.82,7.12,114.04
50586,3930,2024-10-31,1,3,Completed,Next-Day,18.93,8.61,25.69,411.68
50587,5910,2024-04-21,3,6,Completed,Standard,4.2,7.76,21.11,326.92
50588,2671,2024-08-22,4,9,Completed,Next-Day,18.85,3.87,5.15,97.55
50589,9574,2025-11-09,3,8,Completed,Standard,4.15,29.76,8.62,135.93
50590,5412,2024-07-27,7,17,Returned,Standard,6.45,11.7,4.64,77.41
50591,5915,2025-10-07,7,17,Completed,Next-Day,28.45,62.0,48.81,774.61
50592,4126,2025-05-01,3,6,Completed,Express,10.28,19.62,38.47,598.38
50593,12896,2025-06-16,3,5,Completed,Express,10.47,0.0,1.21,28.93
50594,2773,2025-06-21,6,14,Completed,Next-Day,21.0,56.75,9.63,168.18
50595,4280,2025-08-10,4,9,Completed,Next-Day,21.17,9.89,5.91,111.45
50596,3818,2025-12-27,2,4,Completed,Economy,2.63,15.2,20.21,311.58
50597,8176,2025-04-05,3,5,Completed,Express,10.5,8.58,32.26,503.64
50598,387,2025-03-16,5,11,Completed,Standard,4.98,24.14,32.1,495.65
50599,6951,2024-03-13,6,13,Cancelled,Next-Day,25.88,0.0,45.99,728.94
50600,4640,2025-12-31,3,8,Completed,Standard,4.01,7.04,4.44,71.83
50601,7276,2024-08-29,3,6,Completed,Standard,3.57,0.0,7.31,115.25
50602,6328,2024-06-02,3,8,Completed,Standard,3.77,70.9,24.47,377.87
50603,2475,2025-11-09,5,11,Returned,Next-Day,20.12,33.34,5.44,103.34
50604,1505,2023-12-31,3,5,Completed,Next-Day,16.86,23.15,6.86,121.74
50605,14266,2025-12-02,6,15,Completed,Standard,6.96,63.02,14.19,223.89
50606,7369,2025-01-10,4,9,Returned,Standard,5.89,27.47,14.79,231.97
50607,10315,2025-02-06,8,20,Completed,Standard,7.27,11.0,32.07,497.55
50608,11479,2025-07-27,5,11,Completed,Standard,5.31,0.0,2.31,40.56
50609,693,2025-07-03,2,4,Completed,Economy,2.24,3.7,16.09,248.24
50610,10405,2024-01-29,5,10,Completed,Standard,5.26,4.11,4.29,70.9
50611,8523,2025-01-26,5,11,Completed,Standard,5.12,26.94,7.54,120.4
50612,2491,2025-09-13,3,6,Completed,Standard,4.49,0.0,10.88,170.84
50613,3641,2025-12-29,3,8,Completed,Standard,4.23,5.24,2.08,35.97
50614,7187,2024-06-07,4,9,Completed,Standard,4.86,52.89,26.98,417.29
50615,9869,2024-02-15,4,9,Completed,Standard,4.75,22.72,9.05,143.1
50616,10143,2025-11-23,3,8,Completed,Standard,4.18,55.0,49.71,763.97
50617,8836,2024-10-09,3,7,Completed,Standard,4.3,9.51,5.99,95.9
50618,3020,2024-05-05,1,1,Cancelled,Standard,4.29,0.0,16.92,262.96
50619,7760,2025-09-02,6,12,Completed,Next-Day,24.58,1.32,6.36,121.77
50620,4375,2025-01-01,1,3,Completed,Express,10.81,3.98,3.43,63.2
50621,10925,2025-10-02,3,5,Completed,Next-Day,16.7,13.46,3.77,74.31
50622,7509,2025-05-09,1,1,Completed,Standard,4.44,6.2,8.25,130.55
50623,1615,2025-10-20,6,13,Completed,Standard,5.72,15.39,22.02,342.32
50624,12949,2025-12-13,2,4,Completed,Express,11.83,17.93,9.85,162.41
50625,10534,2025-09-02,1,3,Completed,Economy,2.72,6.23,10.18,158.35
50626,13840,2025-10-26,7,16,Completed,Express,18.28,1.83,51.41,804.05
50627,8738,2025-12-26,3,5,Cancelled,Standard,4.43,0.87,0.54,12.75
50628,7247,2025-08-23,3,8,Completed,Standard,4.62,0.0,1.83,32.65
50629,10999,2025-04-24,1,1,Completed,Express,11.57,4.62,7.23,122.14
50630,13602,2025-12-29,6,12,Completed,Next-Day,19.98,0.0,7.24,130.69
50631,14727,2024-08-01,3,6,Pending,Standard,4.61,63.93,70.05,1075.41
50632,8512,2025-06-24,4,9,Completed,Economy,2.71,29.42,23.82,366.81
50633,7833,2024-06-14,3,7,Completed,Standard,4.37,0.0,24.81,383.66
50634,11764,2025-12-03,2,4,Completed,Economy,2.81,113.45,29.87,459.38
50635,3139,2025-04-06,3,8,Completed,Standard,4.22,0.0,4.98,80.32
50636,7271,2023-12-27,4,9,Completed,Next-Day,20.49,29.85,8.36,148.23
50637,11258,2025-12-31,4,9,Completed,Express,12.86,2.53,1.01,28.23
50638,4943,2024-11-25,4,9,Completed,Standard,4.66,108.62,35.05,540.39
50639,3804,2024-05-16,3,8,Completed,Standard,4.6,0.0,6.66,106.45
50640,2179,2024-05-05,2,4,Completed,Standard,4.89,5.84,7.76,123.55
50641,7011,2025-07-23,3,6,Completed,Standard,5.07,0.0,13.57,212.45
50642,6605,2024-09-15,3,5,Completed,Standard,4.49,18.49,45.03,692.79
50643,7987,2023-10-16,1,1,Completed,Standard,4.8,2.21,2.94,49.71
50644,5480,2025-10-02,4,9,Completed,Standard,5.25,0.87,3.58,59.94
50645,13366,2025-02-27,7,17,Completed,Standard,6.61,26.99,36.5,564.48
50646,13398,2024-11-08,1,2,Completed,Economy,2.68,26.09,10.35,160.9
50647,14786,2025-12-07,5,10,Completed,Express,12.97,75.27,12.42,202.78
50648,13491,2023-12-27,3,7,Cancelled,Express,11.85,9.4,12.5,202.87
50649,1661,2025-11-28,2,4,Completed,Express,12.47,0.92,4.04,74.16
50650,1283,2023-11-28,3,7,Completed,Standard,3.97,2.2,0.87,17.28
50651,4016,2025-12-31,1,3,Completed,Express,12.12,3.44,44.83,697.42
50652,5806,2025-07-27,1,3,Completed,Next-Day,19.93,63.92,42.01,662.14
50653,3066,2025-03-17,1,3,Completed,Standard,4.4,12.56,16.71,259.84
50654,13041,2023-12-11,5,11,Completed,Standard,5.15,53.34,32.68,504.64
50655,7837,2024-09-06,4,9,Completed,Standard,5.43,11.19,33.05,510.64
50656,2423,2023-06-23,4,9,Completed,Express,12.98,89.94,59.94,929.26
50657,9536,2025-07-16,2,4,Completed,Standard,5.18,10.08,10.9,171.81
50658,331,2024-09-15,3,6,Completed,Express,11.58,16.35,13.48,217.64
50659,8192,2024-08-02,7,16,Completed,Standard,7.57,4.81,16.08,253.39
50660,11074,2025-11-19,2,4,Completed,Express,13.3,0.0,4.75,85.97
50661,98,2025-01-21,3,8,Completed,Standard,5.08,5.66,2.24,39.37
50662,13426,2025-01-21,2,4,Returned,Express,11.17,0.0,21.49,339.66
50663,5506,2025-02-24,8,20,Completed,Standard,5.86,17.72,7.79,125.0
50664,8752,2025-09-27,6,14,Completed,Next-Day,25.41,6.41,8.52,155.64
50665,8896,2023-10-05,1,1,Completed,Express,12.36,0.0,7.28,123.59
50666,10265,2025-04-09,3,5,Completed,Standard,4.32,38.91,15.58,242.47
50667,10075,2025-07-08,2,4,Completed,Standard,4.8,22.32,11.95,187.45
50668,10389,2025-11-18,2,4,Completed,Express,12.57,44.49,7.27,123.65
50669,4579,2024-09-12,4,9,Completed,Standard,4.72,8.13,10.81,170.0
50670,12767,2024-05-12,1,1,Completed,Standard,4.3,3.73,3.78,62.15
50671,12278,2025-12-31,4,9,Completed,Next-Day,21.19,19.11,13.34,225.05
50672,9014,2025-06-04,3,5,Completed,Next-Day,19.18,1.7,2.27,53.84
50673,3893,2024-06-17,5,10,Completed,Standard,5.64,0.0,3.33,56.5
50674,4804,2023-12-06,7,17,Completed,Economy,3.29,9.82,2.75,45.33
50675,12844,2025-12-11,2,4,Completed,Economy,3.19,32.08,5.24,83.27
50676,11775,2025-12-31,5,10,Completed,Economy,2.94,107.95,26.75,411.88
50677,11303,2025-11-06,3,5,Completed,Standard,4.06,145.99,23.84,368.54
50678,10084,2024-12-04,6,13,Completed,Standard,5.84,1.76,2.33,41.51
50679,11793,2025-12-22,8,19,Completed,Standard,6.66,221.51,59.81,920.96
50680,4873,2025-05-01,3,7,Completed,Express,11.09,16.19,22.2,350.46
50681,5597,2024-12-25,3,8,Cancelled,Standard,3.99,16.83,10.61,166.11
50682,1980,2023-12-06,5,11,Cancelled,Economy,2.92,10.47,4.95,78.56
50683,2702,2025-11-25,2,4,Completed,Standard,4.88,50.72,30.76,475.09
50684,3571,2025-07-24,5,10,Completed,Express,14.08,12.83,10.14,169.13
50685,14938,2025-12-31,8,18,Completed,Express,19.42,16.42,9.44,163.7
50686,11902,2025-11-13,5,11,Cancelled,Standard,5.37,11.26,14.97,234.19
50687,12112,2025-11-07,3,7,Completed,Next-Day,16.67,6.43,13.2,218.39
50688,10503,2025-12-15,2,4,Completed,Standard,5.19,17.71,6.01,97.02
50689,4346,2025-04-10,1,2,Completed,Standard,4.8,0.0,0.91,18.72
50690,1344,2024-10-17,4,9,Completed,Express,14.01,4.74,6.3,110.35
50691,3198,2025-12-31,1,2,Completed,Standard,4.3,6.24,2.1,36.46
50692,7249,2025-12-01,3,8,Completed,Economy,2.45,16.47,6.53,102.32
50693,6418,2025-02-25,4,9,Completed,Express,12.82,23.96,37.07,579.5
50694,7491,2024-12-08,1,2,Completed,Economy,2.95,31.61,20.61,318.0
50695,1755,2025-04-29,3,5,Completed,Standard,4.83,3.45,9.91,156.32
50696,80,2025-07-26,5,10,Completed,Express,13.82,61.4,17.19,276.6
50697,1746,2024-12-11,1,2,Completed,Standard,4.75,13.24,8.34,132.21
50698,3605,2025-12-22,1,2,Completed,Standard,4.14,5.93,15.96,248.16
50699,5885,2025-08-16,6,12,Completed,Standard,6.44,4.77,6.34,103.33
50700,6992,2025-03-12,4,9,Completed,Standard,4.7,12.45,2.61,44.66
50701,1631,2025-05-24,4,9,Pending,Standard,4.4,23.68,14.49,225.91
50702,3099,2025-08-04,3,7,Returned,Standard,3.62,9.71,12.92,201.07
50703,8581,2025-07-16,7,16,Cancelled,Standard,6.15,4.76,6.33,102.94
50704,10262,2025-07-03,3,8,Cancelled,Economy,2.38,0.0,4.54,71.72
50705,9010,2025-03-24,4,9,Completed,Standard,4.45,0.0,2.8,47.25
50706,10514,2025-12-31,4,9,Completed,Express,12.18,24.71,11.42,186.79
50707,4443,2024-06-11,2,4,Completed,Express,12.98,28.06,23.61,373.89
50708,8594,2025-06-16,6,15,Completed,Standard,7.12,5.33,36.73,568.63
50709,10824,2024-09-17,8,19,Returned,Standard,6.16,7.76,6.6,107.09
50710,9784,2025-09-24,5,10,Completed,Standard,4.96,1.62,24.46,378.85
50711,925,2024-12-15,4,9,Completed,Economy,2.77,1.6,2.12,35.21
50712,2785,2025-10-27,5,11,Completed,Express,14.54,0.0,1.82,42.34
50713,4810,2024-11-09,1,3,Completed,Express,10.97,13.23,10.32,168.73
50714,13675,2025-06-25,7,16,Completed,Economy,3.71,13.67,12.98,202.18
50715,5972,2025-12-08,2,4,Completed,Standard,4.79,6.52,2.79,47.46
50716,13251,2024-07-06,4,9,Completed,Standard,5.1,0.0,3.29,55.41
50717,10824,2025-12-21,5,10,Completed,Express,13.95,29.25,13.63,222.33
50718,8075,2025-08-21,7,16,Completed,Standard,6.35,8.75,5.51,90.57
50719,9970,2025-07-13,3,7,Completed,Standard,5.09,30.12,34.12,526.57
50720,10772,2025-08-15,3,6,Completed,Economy,2.59,50.33,30.49,468.69
50721,12045,2025-09-29,3,7,Completed,Standard,4.51,1.75,2.32,40.01
50722,4498,2023-08-19,8,19,Completed,Standard,7.29,11.09,14.75,232.77
50723,13293,2024-07-14,5,10,Completed,Express,14.5,0.0,39.22,613.94
50724,8790,2024-10-19,1,2,Completed,Next-Day,18.22,0.0,9.02,156.09
50725,5224,2025-05-31,4,9,Completed,Economy,2.7,14.14,18.54,286.07
50726,8268,2025-12-31,4,9,Completed,Standard,5.38,29.36,11.01,173.71
50727,14115,2025-10-20,2,4,Completed,Next-Day,19.89,10.72,6.75,123.1
50728,11527,2025-09-25,8,20,Completed,Standard,7.32,0.74,0.47,14.47
50729,881,2025-12-31,4,9,Completed,Express,11.57,2.46,0.52,19.47
50730,12353,2024-05-15,7,17,Cancelled,Standard,5.78,6.69,8.9,141.76
50731,12859,2025-09-27,1,1,Completed,Next-Day,16.04,7.33,11.92,198.29
50732,11965,2023-06-04,1,3,Completed,Standard,4.41,20.25,23.12,357.8
50733,222,2024-07-08,3,8,Completed,Next-Day,18.77,0.0,1.34,39.31
50734,3913,2024-12-12,8,20,Completed,Standard,6.83,0.0,2.62,46.94
50735,11414,2025-12-24,5,10,Returned,Standard,5.24,55.19,31.9,492.86
50736,9095,2025-12-31,2,4,Completed,Next-Day,19.87,47.99,30.23,482.01
50737,3159,2025-03-01,2,4,Completed,Express,11.89,32.06,11.72,191.02
50738,13280,2024-10-28,5,11,Completed,Express,13.98,0.0,20.37,325.37
50739,987,2025-08-08,2,4,Completed,Standard,4.27,0.0,7.89,124.94
50740,4461,2025-09-20,1,3,Completed,Next-Day,17.26,7.57,10.07,171.2
50741,3597,2024-02-24,3,6,Completed,Standard,3.74,6.91,4.35,70.3
50742,13453,2025-12-18,4,9,Completed,Standard,5.56,6.39,2.53,44.3
50743,5758,2024-03-29,8,18,Completed,Standard,6.97,33.54,13.69,216.27
50744,12539,2024-02-23,6,14,Completed,Standard,6.86,76.35,69.42,1068.06
50745,12363,2025-12-20,1,3,Completed,Express,11.49,21.95,6.15,105.43
50746,1079,2025-11-02,5,10,Completed,Standard,5.36,4.12,0.86,18.56
50747,170,2024-05-16,8,20,Completed,Standard,7.31,15.09,23.14,361.04
50748,6039,2025-04-23,8,18,Completed,Standard,7.47,22.75,10.87,173.67
50749,10890,2024-10-25,4,9,Completed,Next-Day,22.4,9.35,16.68,277.37
50750,14219,2025-12-31,5,11,Completed,Standard,5.08,53.13,17.17,267.49
50751,13375,2025-07-20,2,4,Completed,Standard,4.9,32.15,64.99,998.38
50752,8034,2025-11-16,1,3,Completed,Next-Day,18.94,131.86,29.19,465.13
50753,5517,2024-04-27,4,9,Completed,Standard,5.79,16.91,29.54,457.31
50754,5058,2025-07-06,4,9,Completed,Standard,5.02,17.84,16.65,259.55
50755,3358,2025-12-31,7,17,Completed,Standard,6.34,7.94,3.15,54.49
50756,4371,2024-09-21,3,6,Completed,Standard,4.72,0.0,10.14,159.67
50757,6561,2025-11-13,3,5,Completed,Standard,4.77,74.92,30.29,467.8
50758,8518,2024-06-17,6,14,Completed,Standard,6.38,9.63,9.2,146.96
50759,2875,2025-12-31,2,4,Completed,Standard,4.61,9.16,4.95,80.25
50760,3779,2024-11-19,3,5,Completed,Standard,4.26,20.62,4.33,70.44
50761,6480,2025-10-20,4,9,Completed,Standard,5.15,0.0,15.13,236.4
50762,14294,2024-08-07,1,2,Completed,Standard,4.72,6.28,1.32,24.89
50763,12278,2025-12-31,4,9,Completed,Standard,4.64,6.71,8.93,141.07
50764,4830,2025-12-09,3,6,Completed,Standard,5.01,11.69,38.85,598.91
