return_id,order_id,return_date,return_reason,refund_amount
6338,50860,2024-12-12,Wrong Item,621.46
6339,50868,2025-04-30,Size Issue,284.38
6340,50878,2025-11-10,Size Issue,17.02
6341,50886,2025-09-30,Wrong Item,60.17
6342,50894,2025-10-05,Customer Changed Mind,44.79
6343,50896,2025-10-11,Damaged,32.09
6344,50898,2024-04-30,Customer Changed Mind,169.96
6345,50900,2025-11-10,Damaged,622.53
6346,50904,2025-12-08,Late Delivery,408.75
6347,50918,2025-10-07,Wrong Item,137.51
6348,50954,2025-01-06,Poor Quality,587.88
6349,50955,2024-09-29,Damaged,184.84
6350,50961,2025-11-21,Customer Changed Mind,124.38
6351,50990,2026-01-12,Damaged,57.17
6352,50999,2025-03-08,Size Issue,84.45
6353,51003,2025-04-11,Customer Changed Mind,83.9
6354,51005,2025-05-07,Customer Changed Mind,114.7
6355,51022,2025-09-05,Wrong Item,305.56
6356,51035,2025-06-21,Late Delivery,185.19
6357,51043,2025-08-10,Size Issue,28.28
6358,51046,2025-10-02,Late Delivery,411.04
6359,51074,2024-07-29,Size Issue,44.6
6360,51095,2025-08-19,Size Issue,241.1
6361,51099,2026-01-25,Wrong Item,491.56
6362,51103,2025-01-07,Size Issue,162.57
6363,51107,2023-12-20,Size Issue,19.16
6364,51120,2025-10-17,Late Delivery,68.12
6365,51121,2026-01-17,Poor Quality,19.46
6366,51133,2025-12-17,Size Issue,567.26
6367,51137,2024-09-28,Damaged,73.33
6368,51144,2025-07-24,Size Issue,18.02
6369,51156,2026-01-04,Damaged,487.66
6370,51158,2024-12-09,Damaged,91.16
6371,51164,2025-03-07,Poor Quality,244.64
6372,51166,2023-12-28,Customer Changed Mind,28.69
6373,51174,2025-05-24,Size Issue,9.15
6374,51175,2024-01-18,Damaged,608.06
6375,51177,2024-01-13,Customer Changed Mind,121.12
6376,51190,2026-01-19,Damaged,59.08
6377,51191,2025-08-19,Wrong Item,218.99
6378,51193,2025-09-20,Customer Changed Mind,294.66
6379,51198,2025-12-05,Customer Changed Mind,499.82
6380,51201,2024-07-16,Customer Changed Mind,33.83
6381,51202,2024-07-23,Size Issue,317.79
6382,51206,2025-12-22,Size Issue,64.29
6383,51222,2024-08-07,Customer Changed Mind,399.24
6384,51223,2024-12-01,Poor Quality,316.47
6385,51224,2025-11-06,Size Issue,69.75
6386,51225,2025-06-26,Size Issue,197.74
6387,51226,2025-11-24,Late Delivery,211.78
6388,51228,2025-03-03,Damaged,200.7
6389,51234,2026-01-15,Size Issue,637.28
6390,51249,2025-10-09,Size Issue,724.54
6391,51254,2024-07-11,Customer Changed Mind,126.19
6392,51256,2025-07-31,Customer Changed Mind,122.0
6393,51258,2025-04-01,Customer Changed Mind,138.84
6394,51267,2023-07-18,Damaged,513.75
6395,51278,2023-11-13,Late Delivery,295.21
6396,51286,2025-06-19,Size Issue,105.71
6397,51288,2026-01-04,Customer Changed Mind,129.35
6398,51291,2025-03-08,Customer Changed Mind,141.36
6399,51296,2024-11-16,Wrong Item,167.86
6400,51298,2024-11-19,Size Issue,690.92
6401,51305,2024-07-11,Size Issue,228.16
6402,51314,2025-09-10,Wrong Item,511.03
6403,51315,2024-08-27,Late Delivery,80.8
6404,51325,2025-10-30,Wrong Item,106.13
6405,51333,2025-02-07,Size Issue,256.5
6406,51340,2025-03-27,Poor Quality,286.36
6407,51348,2024-12-03,Size Issue,234.2
6408,51350,2025-05-04,Damaged,407.06
6409,51365,2025-01-11,Size Issue,27.88
6410,51373,2024-11-07,Damaged,297.9
6411,51384,2026-01-04,Wrong Item,102.11
6412,51389,2025-09-20,Poor Quality,19.3
6413,51398,2025-08-26,Size Issue,148.4
6414,51418,2024-09-03,Size Issue,260.08
6415,51421,2025-09-05,Customer Changed Mind,214.06
6416,51431,2023-11-14,Wrong Item,291.9
6417,51450,2025-01-04,Damaged,96.29
6418,51451,2023-09-07,Size Issue,337.22
6419,51454,2024-09-24,Size Issue,242.41
6420,51457,2025-02-11,Wrong Item,110.24
6421,51475,2026-01-07,Poor Quality,37.94
6422,51496,2025-09-22,Damaged,87.12
6423,51514,2025-06-09,Wrong Item,341.76
6424,51523,2026-01-23,Customer Changed Mind,127.15
6425,51528,2024-09-25,Wrong Item,690.54
6426,51529,2024-08-21,Damaged,143.97
6427,51565,2024-11-26,Customer Changed Mind,39.01
6428,51571,2025-10-02,Size Issue,33.34
6429,51575,2025-12-19,Damaged,80.87
6430,51579,2025-03-06,Poor Quality,630.9
6431,51595,2024-11-30,Late Delivery,648.48
6432,51600,2025-01-27,Wrong Item,238.28
6433,51603,2024-07-10,Wrong Item,644.05
6434,51605,2024-04-07,Customer Changed Mind,385.93
6435,51614,2025-01-18,Customer Changed Mind,110.1
6436,51626,2024-02-26,Damaged,521.06
6437,51627,2026-01-15,Late Delivery,447.14
6438,51628,2025-11-05,Size Issue,293.55
6439,51649,2025-12-24,Poor Quality,311.13
6440,51655,2026-01-18,Damaged,404.6
6441,51662,2023-12-02,Customer Changed Mind,9.66
6442,51663,2025-05-18,Customer Changed Mind,225.21
6443,51665,2023-09-03,Size Issue,420.25
6444,51671,2024-01-30,late delivery,162.02
6445,51697,2025-10-16,Poor Quality,42.32
6446,51698,2026-01-13,Poor Quality,200.32
6447,51705,2024-09-03,Damaged,411.44
6448,51707,2023-10-11,Damaged,192.64
6449,51717,2024-07-13,Wrong Item,518.72
6450,51723,2025-05-06,Wrong Item,130.34
6451,51747,2025-03-26,Size Issue,26.6
6452,51757,2026-01-07,Wrong Item,141.45
6453,51760,2025-06-09,Poor Quality,204.25
6454,51769,2025-12-04,Wrong Item,451.68
6455,51771,2025-01-14,Poor Quality,394.91
6456,51782,2024-11-19,Damaged,34.98
6457,51785,2025-11-15,Damaged,219.63
6458,51802,2025-09-04,Damaged,167.49
6459,51827,2025-07-15,Late Delivery,326.01
6460,51831,2024-10-12,Wrong Item,91.8
6461,51838,2025-05-20,Late Delivery,219.36
6462,51841,2025-10-08,Size Issue,140.26
6463,51842,2025-06-02,Damaged,665.5
6464,51844,2026-01-11,Size Issue,550.39
6465,51849,2026-01-28,Wrong Item,713.38
6466,51865,2024-06-23,Poor Quality,179.17
6467,51871,2025-11-30,Wrong Item,355.19
6468,51873,2026-01-04,Late Delivery,785.2
6469,51877,2025-10-20,Wrong Item,108.62
6470,51884,2025-07-22,Size Issue,174.53
6471,51885,2025-11-04,Size Issue,271.67
6472,51886,2025-09-14,Late Delivery,31.21
6473,51893,2026-01-28,Late Delivery,34.39
6474,51901,2025-04-27,Poor Quality,150.98
6475,51904,2024-09-21,Poor Quality,113.57
6476,51918,2025-06-30,poor quality,795.51
6477,51924,2025-08-27,Damaged,630.86
6478,51938,2025-11-04,Poor Quality,224.72
6479,51941,2024-08-20,Damaged,290.23
6480,51949,2025-06-05,Size Issue,235.18
6481,51952,2025-10-10,Size Issue,98.58
6482,51955,2023-11-20,Wrong Item,10.57
6483,51959,2025-11-22,Late Delivery,152.09
6484,51968,2025-08-17,Wrong Item,53.39
6485,51979,2025-05-06,Late Delivery,92.2
6486,51985,2025-06-20,Size Issue,168.22
6487,51988,2025-12-08,Size Issue,174.59
6488,51992,2026-01-09,Wrong Item,478.48
6489,51996,2025-02-20,Late Delivery,11.61
6490,51997,2025-02-09,Damaged,114.92
6491,52014,2025-06-01,Damaged,363.39
6492,52016,2024-12-11,Late Delivery,58.23
6493,52040,2023-10-29,Damaged,298.25
6494,52042,2025-12-16,Wrong Item,1183.97
6495,52043,2023-10-04,Damaged,356.15
6496,52047,2025-05-23,Customer Changed Mind,512.87
6497,52049,2024-05-14,Late Delivery,317.01
6498,52055,2025-02-28,Customer Changed Mind,227.14
6499,52057,2025-10-12,Damaged,99.29
6500,52069,2024-11-23,Damaged,237.17
6501,52071,2024-09-08,Poor Quality,101.08
6502,52076,2024-02-21,Size Issue,247.84
6503,52095,2025-12-03,Customer Changed Mind,388.88
6504,52097,2024-09-25,Damaged,449.4
6505,52109,2025-01-09,Wrong Item,99.36
6506,52112,2025-03-23,Size Issue,352.7
6507,52116,2025-01-23,Poor Quality,27.32
6508,52119,2024-03-11,Poor Quality,273.18
6509,52121,2023-07-13,Customer Changed Mind,491.51
6510,52134,2024-08-30,Wrong Item,330.84
6511,52135,2025-12-13,Late Delivery,466.3
6512,52137,2026-01-05,Late Delivery,164.5
6513,52141,2025-10-14,Damaged,584.29
6514,52149,2025-10-20,Size Issue,216.4
6515,52154,2025-02-11,Poor Quality,139.7
6516,52159,2026-01-10,Wrong Item,94.86
6517,52163,2023-09-29,Late Delivery,97.75
6518,52170,2024-06-20,Size Issue,341.06
6519,52178,2025-02-18,Customer Changed Mind,303.47
6520,52204,2025-12-31,Customer Changed Mind,130.97
6521,52207,2024-04-28,Size Issue,622.96
6522,52231,2025-04-09,Damaged,355.03
6523,52246,2026-01-05,Customer Changed Mind,284.15
6524,52264,2024-05-22,Poor Quality,102.27
6525,52270,2025-09-18,Wrong Item,9.36
6526,52277,2025-10-05,Damaged,73.51
6527,52286,2025-09-12,Damaged,56.38
6528,52294,2025-01-29,Size Issue,598.06
6529,52302,2025-11-17,Size Issue,240.5
6530,52314,2024-04-28,Wrong Item,124.0
6531,52317,2025-01-20,Size Issue,335.19
6532,52322,2025-03-27,Size Issue,156.1
6533,52325,2025-12-26,Wrong Item,607.71
6534,52326,2025-07-02,Poor Quality,386.16
6535,52328,2025-11-10,Size Issue,126.18
6536,52333,2024-02-29,Wrong Item,352.61
6537,52335,2026-01-12,Customer Changed Mind,104.64
6538,52337,2023-04-02,Late Delivery,353.14
6539,52348,2025-10-29,Customer Changed Mind,83.95
6540,52357,2024-12-29,Damaged,214.13
6541,52378,2025-12-13,Size Issue,95.51
6542,52379,2024-04-18,Wrong Item,654.28
6543,52384,2025-10-21,Damaged,339.32
6544,52387,2025-05-02,Size Issue,470.72
6545,52395,2025-03-28,Customer Changed Mind,316.1
6546,52397,2025-08-31,Wrong Item,38.82
6547,52405,2025-11-09,Late Delivery,69.25
6548,52409,2025-05-30,Customer Changed Mind,30.69
6549,52416,2025-11-18,Size Issue,482.47
6550,52421,2025-07-29,Wrong Item,18.04
6551,52432,2025-03-19,Damaged,36.99
6552,52448,2025-11-29,Poor Quality,455.24
6553,52467,2024-03-13,Damaged,138.02
6554,52492,2024-12-26,Customer Changed Mind,78.97
6555,52496,2024-05-24,Wrong Item,185.08
6556,52501,2025-09-09,Damaged,985.85
6557,52510,2025-08-28,Poor Quality,276.56
6558,52511,2025-09-17,Late Delivery,249.11
6559,52529,2026-01-21,Wrong Item,747.8
6560,52537,2024-09-13,Wrong Item,391.47
6561,52554,2025-10-03,Late Delivery,337.23
6562,52566,2024-11-07,Damaged,529.77
6563,52574,2025-02-07,Damaged,251.19
6564,52580,2024-06-13,Damaged,343.65
6565,52590,2024-05-08,Customer Changed Mind,59.67
6566,52606,2025-10-04,Customer Changed Mind,274.51
6567,52626,2025-12-13,Damaged,193.02
6568,52650,2025-05-30,Size Issue,146.25
6569,52674,2025-10-24,Poor Quality,133.11
6570,52684,2024-07-03,Size Issue,228.39
6571,52689,2026-01-12,Customer Changed Mind,154.59
6572,52690,2025-12-08,Wrong Item,324.46
6573,52699,2024-08-24,Wrong Item,205.74
6574,52700,2024-10-18,Damaged,297.39
6575,52707,2025-08-14,Size Issue,1055.95
6576,52714,2025-06-29,Size Issue,130.04
6577,52724,2025-02-18,Late Delivery,75.49
6578,52732,2026-01-26,Damaged,169.48
6579,52744,2026-01-25,Size Issue,25.8
6580,52752,2024-12-16,Damaged,768.95
6581,52754,2025-08-10,Wrong Item,76.0
6582,52768,2025-10-11,Wrong Item,60.68
6583,52773,2023-01-22,Poor Quality,138.05
6584,52777,2024-11-16,Customer Changed Mind,33.24
6585,52790,2025-11-02,Size Issue,355.72
6586,52800,2024-11-28,Late Delivery,108.43
6587,52808,2025-12-01,Damaged,52.29
6588,52828,2024-10-30,Late Delivery,898.27
6589,52833,2025-07-14,Wrong Item,644.73
6590,52834,2024-11-25,Size Issue,29.82
6591,52839,2025-09-26,Size Issue,56.14
6592,52840,2023-11-23,Late Delivery,92.49
6593,52841,2025-10-28,Wrong Item,63.03
6594,52848,2025-05-22,Wrong Item,108.68
6595,52851,2024-10-15,Customer Changed Mind,366.16
6596,52861,2024-08-24,Damaged,85.88
6597,52863,2025-06-12,Wrong Item,383.59
6598,52873,2025-06-29,Customer Changed Mind,100.29
6599,52879,2025-12-09,Damaged,217.59
6600,52896,2025-08-26,Size Issue,164.91
6601,52925,2025-08-21,size issue,100.93
6602,52933,2025-05-17,Customer Changed Mind,528.22
6603,52941,2023-09-13,Late Delivery,37.05
6604,52947,2025-09-17,Poor Quality,189.37
6605,52960,2025-04-30,Size Issue,174.46
6606,52961,2024-12-21,Damaged,61.45
6607,52966,2025-05-10,Size Issue,382.2
6608,52967,2025-12-03,Poor Quality,51.73
6609,52981,2025-06-24,Size Issue,25.33
6610,52982,2024-02-17,Size Issue,417.95
6611,52989,2024-10-26,Wrong Item,399.2
6612,52992,2024-08-31,Size Issue,129.96
6613,52998,2025-12-19,Size Issue,183.73
6614,53008,2025-09-06,Damaged,107.37
6615,53012,2024-12-17,Size Issue,147.27
6616,53013,2025-12-28,Wrong Item,431.71
6617,53032,2024-08-29,Customer Changed Mind,449.56
6618,53038,2025-06-05,Late Delivery,192.24
6619,53041,2026-01-10,Late Delivery,100.89
6620,53043,2023-12-01,Damaged,728.54
6621,53057,2025-10-11,Late Delivery,637.25
6622,53068,2024-12-22,Size Issue,674.48
6623,53071,2026-01-22,Damaged,483.26
6624,53084,2025-03-05,Poor Quality,219.13
6625,53091,2025-11-30,Customer Changed Mind,278.68
6626,53100,2025-10-26,Damaged,46.53
6627,53111,2025-03-13,Late Delivery,65.73
6628,53114,2024-10-16,Late Delivery,283.76
6629,53135,2024-06-08,Poor Quality,174.53
6630,53159,2024-04-26,Late Delivery,43.69
6631,53163,2026-01-08,Late Delivery,424.34
6632,53188,2024-12-18,Damaged,172.81
6633,53199,2025-09-28,Size Issue,32.13
6634,53206,2024-03-13,Size Issue,46.4
6635,53208,2024-10-30,Late Delivery,188.77
6636,53210,2024-11-18,Size Issue,137.54
6637,53218,2025-11-25,Late Delivery,112.66
6638,53230,2024-12-08,Wrong Item,331.5
6639,53233,2025-08-18,Late Delivery,241.2
6640,53240,2024-12-07,Size Issue,272.42
6641,53241,2025-10-12,Wrong Item,297.27
6642,53261,2025-05-07,Size Issue,565.95
6643,53271,2025-11-27,Late Delivery,104.35
6644,53274,2024-07-08,Poor Quality,22.34
6645,53278,2025-01-26,Wrong Item,32.31
6646,53305,2025-10-19,Customer Changed Mind,205.26
6647,53319,2025-08-07,Damaged,181.08
6648,53341,2025-08-21,Damaged,334.16
6649,53348,2026-01-23,Customer Changed Mind,75.82
6650,53352,2025-08-16,Size Issue,595.97
6651,53355,2025-05-04,Size Issue,342.12
6652,53358,2025-07-28,Wrong Item,232.63
6653,53372,2024-07-17,Size Issue,63.41
6654,53374,2025-01-12,Poor Quality,252.67
6655,53376,2025-04-21,Wrong Item,37.35
6656,53381,2024-11-08,Damaged,165.45
6657,53392,2025-10-05,Late Delivery,156.14
6658,53405,2024-05-15,Size Issue,519.63
6659,53411,2025-06-21,Customer Changed Mind,356.15
6660,53427,2025-09-05,Customer Changed Mind,186.09
6661,53428,2025-11-13,Customer Changed Mind,119.93
6662,53438,2025-12-21,Damaged,22.38
6663,53452,2026-01-14,Poor Quality,91.75
6664,53453,2025-12-06,Wrong Item,670.01
6665,53458,2026-01-10,Size Issue,40.05
6666,53468,2023-12-21,Size Issue,16.45
6667,53470,2026-01-10,Damaged,16.53
6668,53472,2025-10-31,Late Delivery,596.58
6669,53474,2023-10-20,Size Issue,370.81
6670,53489,2025-11-15,Size Issue,191.8
6671,53491,2025-05-25,Wrong Item,142.78
6672,53493,2025-05-01,Size Issue,62.42
6673,53496,2025-12-08,Late Delivery,246.21
6674,53511,2024-04-26,Late Delivery,99.94
6675,53517,2025-12-06,Damaged,356.5
6676,53533,2023-12-28,Damaged,132.6
6677,53543,2024-11-24,Damaged,764.03
6678,53549,2024-05-03,Customer Changed Mind,86.43
6679,53573,2023-06-14,Poor Quality,272.81
6680,53577,2025-12-16,Customer Changed Mind,124.22
6681,53578,2026-01-20,Poor Quality,169.59
6682,53579,2025-04-14,Poor Quality,32.28
6683,53584,2024-03-28,Late Delivery,245.86
6684,53588,2024-03-26,Wrong Item,20.57
6685,53594,2024-06-18,Wrong Item,63.17
6686,53596,2023-09-16,Size Issue,66.0
6687,53602,2025-03-04,Damaged,252.14
6688,53603,2024-12-23,Size Issue,52.96
6689,53620,2024-12-15,Customer Changed Mind,260.75
6690,53638,2025-11-01,Customer Changed Mind,134.13
6691,53643,2026-01-16,Poor Quality,79.11
6692,53645,2023-10-14,Size Issue,46.07
6693,53646,2025-10-08,Damaged,67.93
6694,53666,2024-06-08,Late Delivery,417.47
6695,53674,2025-10-27,Poor Quality,24.34
6696,53696,2026-01-02,Poor Quality,445.34
6697,53699,2025-01-01,Late Delivery,134.95
6698,53715,2026-01-15,Wrong Item,400.91
6699,53717,2025-03-21,Size Issue,34.21
6700,53720,2025-09-25,Late Delivery,34.38
6701,53724,2025-05-01,Late Delivery,98.52
6702,53725,2023-07-01,Size Issue,333.13
6703,53726,2025-08-11,Customer Changed Mind,322.83
6704,53730,2023-10-08,Size Issue,340.72
6705,53743,2024-02-16,Size Issue,39.19
6706,53747,2024-11-13,Poor Quality,84.61
6707,53759,2025-05-18,Late Delivery,138.13
6708,53778,2024-07-08,Poor Quality,97.73
6709,53789,2024-10-18,Damaged,32.08
6710,53791,2023-06-27,Size Issue,529.37
6711,53794,2025-07-31,Customer Changed Mind,172.97
6712,53805,2024-07-14,Size Issue,92.86
6713,53817,2024-09-17,Customer Changed Mind,435.0
6714,53818,2025-06-10,Late Delivery,360.0
6715,53822,2025-05-10,Customer Changed Mind,90.77
6716,53834,2024-06-14,Size Issue,272.1
6717,53860,2026-01-03,wrong item,35.45
6718,53873,2023-11-27,Wrong Item,234.5
6719,53875,2025-01-06,Size Issue,362.72
6720,53886,2025-11-17,Poor Quality,334.08
6721,53887,2025-11-21,Size Issue,252.16
6722,53894,2023-11-22,Damaged,132.71
6723,53898,2024-04-02,Damaged,422.63
6724,53903,2025-01-31,Size Issue,141.06
6725,53921,2025-12-19,Damaged,206.53
6726,53948,2025-05-15,Damaged,249.87
6727,53950,2025-01-18,Damaged,49.24
6728,53955,2025-09-01,Wrong Item,464.64
6729,53957,2025-03-23,Size Issue,110.75
6730,53969,2024-02-15,Poor Quality,177.2
6731,53984,2024-10-15,Size Issue,422.22
6732,53993,2024-09-03,Late Delivery,613.7
6733,53994,2025-05-25,Late Delivery,156.81
6734,53995,2025-08-25,Customer Changed Mind,90.69
6735,54012,2024-03-23,Late Delivery,83.88
6736,54023,2026-01-27,Damaged,518.59
6737,54032,2026-01-19,Late Delivery,199.8
6738,54033,2025-09-16,Wrong Item,362.12
6739,54034,2024-12-13,Size Issue,254.3
6740,54048,2025-06-29,Poor Quality,362.95
6741,54065,2023-11-02,Poor Quality,204.92
6742,54076,2025-02-03,Poor Quality,341.43
6743,54081,2024-04-09,Size Issue,1059.34
6744,54119,2025-06-17,Damaged,148.84
6745,54122,2026-01-12,Late Delivery,184.43
6746,54140,2026-01-22,Poor Quality,58.04
6747,54145,2025-08-29,Size Issue,403.62
6748,54152,2024-08-02,Size Issue,168.49
6749,54160,2025-12-29,late delivery,176.3
6750,54165,2025-07-16,Poor Quality,145.46
6751,54175,2026-01-15,Size Issue,157.72
6752,54179,2025-09-16,Size Issue,155.69
6753,54198,2024-03-25,Customer Changed Mind,178.61
6754,54209,2025-12-20,Size Issue,108.19
6755,54225,2025-06-09,Size Issue,23.37
6756,54238,2025-02-09,Late Delivery,118.05
6757,54240,2024-12-02,Late Delivery,344.9
6758,54250,2024-08-26,Wrong Item,124.61
6759,54262,2026-01-05,Customer Changed Mind,115.37
6760,54270,2025-10-29,Poor Quality,262.24
6761,54279,2023-04-11,Damaged,51.88
6762,54289,2024-08-03,Size Issue,36.11
6763,54292,2024-04-09,Late Delivery,45.81
6764,54293,2025-01-09,Poor Quality,288.61
6765,54297,2026-01-15,Poor Quality,21.64
6766,54306,2025-09-29,Poor Quality,148.51
6767,54314,2025-12-20,Size Issue,192.15
6768,54315,2025-07-06,late delivery,27.66
6769,54320,2024-12-19,Size Issue,69.5
6770,54326,2025-10-05,Wrong Item,26.07
6771,54342,2024-07-27,Wrong Item,168.51
6772,54349,2023-10-10,Late Delivery,125.01
6773,54361,2026-01-22,Size Issue,125.51
6774,54363,2025-08-08,Size Issue,547.88
6775,54383,2025-02-09,Damaged,444.91
6776,54390,2025-12-28,Size Issue,313.41
6777,54411,2025-10-21,Late Delivery,36.94
6778,54412,2024-04-20,Poor Quality,71.07
6779,54417,2025-01-01,Wrong Item,25.45
6780,54419,2024-11-06,Late Delivery,97.38
6781,54424,2025-10-24,Customer Changed Mind,198.01
6782,54427,2023-10-13,Late Delivery,90.8
6783,54462,2023-08-01,Customer Changed Mind,55.58
6784,54469,2025-11-13,Wrong Item,220.15
6785,54473,2025-02-28,Wrong Item,344.85
6786,54480,2025-08-16,Size Issue,20.9
6787,54485,2024-10-12,Size Issue,256.85
6788,54513,2024-08-07,Size Issue,445.93
6789,54514,2023-09-07,Customer Changed Mind,461.21
6790,54545,2026-01-19,Customer Changed Mind,107.91
6791,54550,2025-08-18,Size Issue,140.32
6792,54551,2025-10-05,Late Delivery,425.27
6793,54555,2025-08-20,Wrong Item,76.93
6794,54567,2025-10-12,Wrong Item,531.95
6795,54570,2024-11-17,Damaged,697.01
6796,54578,2025-09-20,Damaged,146.59
6797,54605,2024-07-02,Size Issue,157.9
6798,54606,2025-05-30,Wrong Item,32.73
6799,54615,2024-12-09,Late Delivery,373.32
6800,54616,2024-12-31,Size Issue,415.13
6801,54617,2024-12-19,Damaged,661.63
6802,54622,2025-12-28,Wrong Item,131.17
6803,54629,2024-08-06,Late Delivery,134.06
6804,54633,2024-07-10,Damaged,454.39
6805,54634,2025-12-27,Damaged,143.68
6806,54647,2025-05-01,Damaged,275.7
6807,54654,2025-06-09,Customer Changed Mind,76.23
6808,54662,2025-07-10,Late Delivery,380.39
6809,54668,2026-01-18,Poor Quality,482.27
6810,54676,2025-01-07,Size Issue,646.02
6811,54678,2024-04-06,Customer Changed Mind,196.47
6812,54694,2025-11-03,Size Issue,78.11
6813,54700,2025-02-26,Wrong Item,210.98
6814,54712,2025-09-30,Damaged,310.97
6815,54733,2025-10-11,Size Issue,253.23
6816,54742,2024-07-31,Wrong Item,448.8
6817,54748,2024-09-24,Wrong Item,29.23
6818,54749,2025-10-30,Wrong Item,71.21
6819,54755,2025-12-27,Wrong Item,67.19
6820,54756,2025-07-20,Customer Changed Mind,48.32
6821,54763,2025-08-21,Late Delivery,223.47
6822,54778,2023-04-08,Size Issue,97.34
6823,54789,2023-10-12,Customer Changed Mind,30.76
6824,54792,2025-04-26,Late Delivery,501.06
6825,54793,2025-12-16,Poor Quality,83.93
6826,54799,2025-12-05,Damaged,27.05
6827,54809,2026-01-08,Damaged,311.83
6828,54812,2025-11-18,Poor Quality,69.35
6829,54816,2025-10-31,Size Issue,202.31
6830,54828,2025-10-31,Late Delivery,186.02
6831,54845,2024-11-18,Wrong Item,92.28
6832,54860,2024-12-10,Customer Changed Mind,506.59
6833,54875,2025-12-14,Customer Changed Mind,33.31
6834,54881,2026-01-09,Customer Changed Mind,26.82
6835,54882,2023-09-07,Poor Quality,11.95
6836,54884,2025-09-23,Damaged,266.28
6837,54891,2025-04-06,Size Issue,436.82
6838,54892,2025-12-11,Wrong Item,463.89
6839,54900,2024-12-05,Size Issue,315.57
6840,54907,2025-08-11,Size Issue,457.62
6841,54911,2025-07-11,Size Issue,198.34
6842,54932,2025-05-01,Customer Changed Mind,423.16
6843,54936,2025-08-11,Late Delivery,63.15
6844,54942,2025-02-04,Customer Changed Mind,67.25
6845,54947,2024-06-24,Poor Quality,466.06
6846,54953,2025-01-26,Wrong Item,158.31
6847,54963,2025-11-01,Late Delivery,632.75
6848,54974,2025-12-06,Customer Changed Mind,40.17
6849,54977,2025-07-24,Wrong Item,192.91
6850,54978,2025-10-30,Size Issue,491.5
6851,54981,2025-01-02,Wrong Item,8.28
6852,55022,2025-05-09,Wrong Item,429.81
6853,55030,2025-11-07,Size Issue,215.55
6854,55033,2025-03-23,Size Issue,113.62
6855,55042,2026-01-07,Poor Quality,108.37
6856,55047,2024-10-05,Wrong Item,373.66
6857,55053,2024-10-16,Damaged,189.61
6858,55057,2025-06-27,Wrong Item,42.1
6859,55060,2025-05-10,Damaged,310.99
6860,55069,2026-01-05,Late Delivery,60.46
6861,55073,2025-09-12,Customer Changed Mind,66.96
6862,55074,2024-07-04,Size Issue,36.37
6863,55077,2025-08-17,Poor Quality,283.79
6864,55095,2024-10-04,Damaged,119.63
6865,55105,2025-10-14,Customer Changed Mind,141.22
6866,55119,2025-01-16,Damaged,330.67
6867,55138,2024-06-15,Customer Changed Mind,94.09
6868,55144,2025-11-02,Damaged,198.7
6869,55149,2024-06-08,Customer Changed Mind,64.26
6870,55150,2024-11-16,Wrong Item,347.63
6871,55165,2024-10-27,Customer Changed Mind,552.44
6872,55166,2026-01-20,Customer Changed Mind,135.54
6873,55168,2025-01-27,Customer Changed Mind,124.08
6874,55170,2023-11-30,Size Issue,470.67
6875,55172,2025-12-29,Damaged,586.86
6876,55179,2023-12-29,Customer Changed Mind,49.81
6877,55184,2023-12-03,Late Delivery,137.06
6878,55189,2025-08-17,Size Issue,166.8
6879,55204,2024-12-01,Late Delivery,36.36
6880,55227,2025-12-26,Poor Quality,655.2
6881,55230,2025-07-07,Wrong Item,102.13
6882,55243,2025-12-16,Late Delivery,359.08
6883,55247,2024-08-22,Damaged,353.83
6884,55248,2025-08-26,Size Issue,18.08
6885,55255,2025-09-12,Poor Quality,72.59
6886,55261,2025-01-23,Wrong Item,518.15
6887,55265,2026-01-06,Wrong Item,637.21
6888,55270,2025-05-28,Damaged,202.29
6889,55272,2025-05-26,Poor Quality,80.47
6890,55288,2025-08-16,Size Issue,120.67
6891,55289,2025-12-23,Damaged,58.95
6892,55296,2023-12-14,Damaged,258.73
6893,55300,2025-03-12,Size Issue,153.34
6894,55304,2025-06-13,Customer Changed Mind,168.21
6895,55328,2023-07-11,Customer Changed Mind,41.28
6896,55330,2025-02-21,Size Issue,383.5
6897,55333,2025-06-07,Wrong Item,347.09
6898,55352,2025-12-22,Damaged,19.44
6899,55356,2025-09-10,Late Delivery,414.94
6900,55359,2026-01-08,Poor Quality,533.54
6901,55360,2025-01-27,Damaged,30.67
6902,55366,2025-05-06,Size Issue,63.31
6903,55370,2025-02-12,Size Issue,154.71
6904,55371,2026-01-14,Late Delivery,80.24
6905,55381,2025-10-28,Poor Quality,115.44
6906,55388,2025-01-15,Late Delivery,189.65
6907,55407,2025-11-30,Wrong Item,960.27
6908,55414,2024-07-17,Wrong Item,137.55
6909,55427,2023-09-23,Poor Quality,116.53
6910,55428,2024-11-02,Customer Changed Mind,38.53
6911,55443,2025-12-13,Size Issue,251.2
6912,55453,2024-11-25,Poor Quality,125.77
6913,55462,2024-08-01,Customer Changed Mind,180.83
6914,55471,2025-06-25,Damaged,141.38
6915,55501,2024-10-23,Customer Changed Mind,311.53
6916,55509,2025-07-20,Late Delivery,56.88
6917,55510,2026-01-13,Size Issue,41.4
6918,55511,2025-07-23,Size Issue,504.04
6919,55514,2025-05-05,Size Issue,391.32
6920,55518,2024-05-13,Size Issue,171.11
6921,55520,2025-01-13,Customer Changed Mind,456.99
6922,55524,2026-01-07,Late Delivery,50.96
6923,55525,2025-05-25,Wrong Item,612.28
