order_item_id,order_id,product_id,quantity,unit_price,discount_percent,discount_amount,item_revenue,unit_cost,total_cost,gross_profit
107268,49236,308,3,10.23,0.1,3.07,27.62,7.69,23.07,4.55
107269,49236,1,2,196.14,0.1,39.23,353.05,172.63,345.26,7.79
107270,49237,468,1,43.71,0.05,2.19,41.52,22.55,22.55,18.97
107271,49237,414,2,32.29,0.05,3.23,61.35,25.03,50.06,11.29
107272,49237,236,2,38.64,0.0,0.0,77.28,24.96,49.92,27.36
107273,49238,313,2,34.85,0.0,0.0,69.7,25.34,50.68,19.02
107274,49238,450,2,27.09,0.15,8.13,46.05,19.15,38.3,7.75
107275,49239,248,1,144.91,0.2,28.98,115.93,62.0,62.0,53.93
107276,49240,104,2,8.36,0.15,2.51,14.21,6.0,12.0,2.21
107277,49240,60,3,34.57,0.05,5.19,98.52,10.81,32.43,66.09
107278,49241,365,1,35.04,0.0,0.0,35.04,9.06,9.06,25.98
107279,49242,287,1,12.99,0.0,0.0,12.99,8.69,8.69,4.3
107280,49243,389,3,34.49,0.05,5.17,98.3,22.79,68.37,29.93
107281,49243,473,1,84.0,0.1,8.4,75.6,37.06,37.06,38.54
107282,49243,148,2,48.24,0.0,0.0,96.48,35.24,70.48,26.0
107283,49244,36,1,217.58,0.05,10.88,206.7,177.26,177.26,29.44
107284,49245,313,2,35.13,0.0,0.0,70.26,25.34,50.68,19.58
107285,49246,256,2,13.04,0.05,1.3,24.78,7.27,14.54,10.24
107286,49247,176,2,27.28,0.0,0.0,54.56,13.22,26.44,28.12
107287,49248,421,3,35.69,0.0,0.0,107.07,25.07,75.21,31.86
107288,49249,1,1,196.01,0.05,9.8,186.21,172.63,172.63,13.58
107289,49250,126,2,17.14,0.0,0.0,34.28,8.84,17.68,16.6
107290,49250,148,2,48.46,0.0,0.0,96.92,35.24,70.48,26.44
107291,49251,98,2,6.28,0.15,1.88,10.68,3.23,6.46,4.22
107292,49251,313,3,34.81,0.1,10.44,93.99,25.34,76.02,17.97
107293,49252,413,2,20.06,0.05,2.01,38.11,13.28,26.56,11.55
107294,49252,19,1,286.87,0.0,0.0,286.87,270.62,270.62,16.25
107295,49252,249,3,83.71,0.05,12.56,238.57,59.34,178.02,60.55
107296,49253,148,2,47.62,0.0,0.0,95.24,35.24,70.48,24.76
107297,49253,140,1,37.34,0.0,0.0,37.34,16.21,16.21,21.13
107298,49254,448,1,131.93,0.1,13.19,118.74,81.47,81.47,37.27
107299,49255,313,3,34.95,0.0,0.0,104.85,25.34,76.02,28.83
107300,49255,200,2,5.84,0.1,1.17,10.51,2.9,5.8,4.71
107301,49255,290,2,34.86,0.0,0.0,69.72,30.34,60.68,9.04
107302,49255,171,3,56.54,0.3,50.89,118.73,22.16,66.48,52.25
107303,49256,431,2,75.63,0.0,0.0,151.26,52.94,105.88,45.38
107304,49257,177,3,5.22,0.25,3.92,11.74,1.59,4.77,6.97
107305,49258,414,1,32.34,0.0,0.0,32.34,25.03,25.03,7.31
107306,49258,45,3,35.86,0.0,0.0,107.58,24.68,74.04,33.54
107307,49259,182,3,26.07,0.0,0.0,78.21,9.84,29.52,48.69
107308,49259,155,2,106.4,0.15,31.92,180.88,71.03,142.06,38.82
107309,49259,84,2,31.5,0.0,0.0,63.0,14.23,28.46,34.54
107310,49260,110,1,17.18,0.3,5.15,12.03,6.43,6.43,5.6
107311,49260,313,2,34.96,0.0,0.0,69.92,25.34,50.68,19.24
107312,49260,313,2,35.18,0.0,0.0,70.36,25.34,50.68,19.68
107313,49261,186,3,8.33,0.05,1.25,23.74,5.41,16.23,7.51
107314,49261,479,2,110.93,0.0,0.0,221.86,58.89,117.78,104.08
107315,49261,187,2,12.46,0.0,0.0,24.92,6.85,13.7,11.22
107316,49261,124,2,40.56,0.0,0.0,81.12,15.62,31.24,49.88
107317,49262,479,1,107.77,0.1,10.78,96.99,58.89,58.89,38.1
107318,49262,103,1,22.72,0.1,2.27,20.45,10.34,10.34,10.11
107319,49262,104,1,8.78,0.0,0.0,8.78,6.0,6.0,2.78
107320,49263,29,1,217.23,0.05,10.86,206.37,91.78,91.78,114.59
107321,49263,357,2,12.7,0.0,0.0,25.4,3.61,7.22,18.18
107322,49263,158,2,26.97,0.0,0.0,53.94,23.64,47.28,6.66
107323,49264,432,1,91.29,0.05,4.56,86.73,71.63,71.63,15.1
107324,49264,87,5,44.69,0.25,55.86,167.59,22.51,112.55,55.04
107325,49264,148,2,48.09,0.15,14.43,81.75,35.24,70.48,11.27
107326,49265,153,1,33.04,0.0,0.0,33.04,10.37,10.37,22.67
107327,49266,104,2,8.57,0.0,0.0,17.14,6.0,12.0,5.14
107328,49267,378,2,5.25,0.2,2.1,8.4,4.51,9.02,-0.62
107329,49267,248,1,142.4,0.05,7.12,135.28,62.0,62.0,73.28
107330,49268,256,1,12.92,0.3,3.88,9.04,7.27,7.27,1.77
107331,49269,200,2,5.88,0.05,0.59,11.17,2.9,5.8,5.37
107332,49269,176,1,28.58,0.0,0.0,28.58,13.22,13.22,15.36
107333,49269,169,2,41.72,0.05,4.17,79.27,12.68,25.36,53.91
107334,49270,26,1,158.83,0.05,7.94,150.89,114.63,114.63,36.26
107335,49271,277,2,36.85,0.05,3.69,70.01,28.39,56.78,13.23
107336,49271,110,3,17.19,0.2,10.31,41.26,6.43,19.29,21.97
107337,49272,336,2,6.85,0.05,0.68,13.02,4.77,9.54,3.48
107338,49272,407,4,17.19,0.0,0.0,68.76,11.53,46.12,22.64
107339,49273,464,2,34.25,0.1,6.85,61.65,16.88,33.76,27.89
107340,49273,281,3,23.94,0.05,3.59,68.23,18.07,54.21,14.02
107341,49273,114,1,52.23,0.0,0.0,52.23,13.53,13.53,38.7
107342,49274,43,4,32.01,0.15,19.21,108.83,19.72,78.88,29.95
107343,49275,250,2,109.14,0.25,54.57,163.71,46.12,92.24,71.47
107344,49276,313,3,35.49,0.05,5.32,101.15,25.34,76.02,25.13
107345,49277,36,1,224.36,0.05,11.22,213.14,177.26,177.26,35.88
107346,49278,13,3,85.15,0.0,0.0,255.45,71.12,213.36,42.09
107347,49278,174,4,7.47,0.2,5.98,23.9,5.08,20.32,3.58
107348,49279,431,2,75.85,0.1,15.17,136.53,52.94,105.88,30.65
107349,49279,158,3,27.44,0.0,0.0,82.32,23.64,70.92,11.4
107350,49280,125,4,47.97,0.05,9.59,182.29,25.9,103.6,78.69
107351,49281,100,2,10.69,0.1,2.14,19.24,6.63,13.26,5.98
107352,49282,186,3,8.28,0.2,4.97,19.87,5.41,16.23,3.64
107353,49283,313,1,34.02,0.2,6.8,27.22,25.34,25.34,1.88
107354,49283,3,1,483.63,0.2,96.73,386.9,402.2,402.2,-15.3
107355,49284,100,2,10.79,0.0,0.0,21.58,6.63,13.26,8.32
107356,49285,313,2,35.59,0.0,0.0,71.18,25.34,50.68,20.5
107357,49286,313,2,34.31,0.15,10.29,58.33,25.34,50.68,7.65
107358,49287,293,2,22.1,0.15,6.63,37.57,15.18,30.36,7.21
107359,49287,250,1,107.32,0.05,5.37,101.95,46.12,46.12,55.83
107360,49287,217,1,36.31,0.1,3.63,32.68,20.62,20.62,12.06
107361,49287,153,2,32.44,0.0,0.0,64.88,10.37,20.74,44.14
107362,49288,292,3,18.71,0.05,2.81,53.32,11.35,34.05,19.27
107363,49289,129,1,25.63,0.0,0.0,25.63,14.4,14.4,11.23
107364,49290,155,1,109.66,0.0,0.0,109.66,71.03,71.03,38.63
107365,49291,148,1,47.27,0.1,4.73,42.54,35.24,35.24,7.3
107366,49291,236,2,39.17,0.0,0.0,78.34,24.96,49.92,28.42
107367,49292,313,1,34.93,0.05,1.75,33.18,25.34,25.34,7.84
107368,49293,188,2,34.46,0.25,17.23,51.69,11.64,23.28,28.41
107369,49293,53,2,78.36,0.2,31.34,125.38,69.22,138.44,-13.06
107370,49294,13,1,83.93,0.0,0.0,83.93,71.12,71.12,12.81
107371,49294,236,2,38.94,0.05,3.89,73.99,24.96,49.92,24.07
107372,49294,43,2,32.44,0.05,3.24,61.64,19.72,39.44,22.2
107373,49295,223,2,123.87,0.1,24.77,222.97,76.25,152.5,70.47
107374,49296,270,1,26.56,0.1,2.66,23.9,14.12,14.12,9.78
107375,49296,448,1,136.68,0.0,0.0,136.68,81.47,81.47,55.21
107376,49297,110,3,17.03,0.05,2.55,48.54,6.43,19.29,29.25
107377,49297,153,1,33.48,0.1,3.35,30.13,10.37,10.37,19.76
107378,49298,10,1,320.59,0.2,64.12,256.47,271.08,271.08,-14.61
107379,49299,155,1,110.55,0.0,0.0,110.55,71.03,71.03,39.52
107380,49300,227,2,30.05,0.2,12.02,48.08,14.72,29.44,18.64
107381,49301,206,1,13.64,0.05,0.68,12.96,6.33,6.33,6.63
107382,49301,50,2,57.52,0.05,5.75,109.29,41.64,83.28,26.01
107383,49301,100,2,10.56,0.0,0.0,21.12,6.63,13.26,7.86
107384,49302,3,1,485.89,0.1,48.59,437.3,402.2,402.2,35.1
107385,49302,174,2,7.48,0.05,0.75,14.21,5.08,10.16,4.05
107386,49302,3,1,484.62,0.1,48.46,436.16,402.2,402.2,33.96
107387,49303,148,2,47.97,0.05,4.8,91.14,35.24,70.48,20.66
107388,49303,148,2,48.59,0.05,4.86,92.32,35.24,70.48,21.84
107389,49303,336,2,6.83,0.0,0.0,13.66,4.77,9.54,4.12
107390,49304,3,1,479.48,0.15,71.92,407.56,402.2,402.2,5.36
107391,49304,129,1,25.5,0.15,3.82,21.68,14.4,14.4,7.28
107392,49304,313,4,34.2,0.15,20.52,116.28,25.34,101.36,14.92
107393,49305,13,2,84.53,0.05,8.45,160.61,71.12,142.24,18.37
107394,49305,223,2,121.1,0.2,48.44,193.76,76.25,152.5,41.26
107395,49305,158,3,26.95,0.25,20.21,60.64,23.64,70.92,-10.28
107396,49306,169,2,40.84,0.3,24.5,57.18,12.68,25.36,31.82
107397,49306,228,1,25.72,0.05,1.29,24.43,18.86,18.86,5.57
107398,49306,129,2,24.57,0.0,0.0,49.14,14.4,28.8,20.34
107399,49307,3,1,490.63,0.0,0.0,490.63,402.2,402.2,88.43
107400,49307,215,3,31.55,0.25,23.66,70.99,17.19,51.57,19.42
107401,49308,336,2,6.89,0.1,1.38,12.4,4.77,9.54,2.86
107402,49308,174,1,7.53,0.05,0.38,7.15,5.08,5.08,2.07
107403,49309,294,1,37.35,0.0,0.0,37.35,22.86,22.86,14.49
107404,49309,479,3,109.05,0.0,0.0,327.15,58.89,176.67,150.48
107405,49309,18,2,107.66,0.05,10.77,204.55,78.99,157.98,46.57
107406,49310,87,1,44.4,0.0,0.0,44.4,22.51,22.51,21.89
107407,49310,114,1,53.9,0.15,8.08,45.82,13.53,13.53,32.29
107408,49310,26,1,155.33,0.05,7.77,147.56,114.63,114.63,32.93
107409,49310,309,1,39.24,0.05,1.96,37.28,20.47,20.47,16.81
107410,49311,324,2,58.52,0.15,17.56,99.48,45.59,91.18,8.3
107411,49312,110,2,17.39,0.0,0.0,34.78,6.43,12.86,21.92
107412,49313,308,3,9.97,0.05,1.5,28.41,7.69,23.07,5.34
107413,49313,290,1,34.78,0.05,1.74,33.04,30.34,30.34,2.7
107414,49314,321,1,25.17,0.0,0.0,25.17,18.48,18.48,6.69
107415,49315,449,1,102.88,0.2,20.58,82.3,65.71,65.71,16.59
107416,49315,8,1,403.52,0.15,60.53,342.99,310.12,310.12,32.87
107417,49316,469,1,142.04,0.0,0.0,142.04,67.39,67.39,74.65
107418,49316,277,2,37.2,0.05,3.72,70.68,28.39,56.78,13.9
107419,49316,335,2,16.6,0.0,0.0,33.2,9.53,19.06,14.14
107420,49317,236,2,38.21,0.3,22.93,53.49,24.96,49.92,3.57
107421,49317,471,1,54.69,0.3,16.41,38.28,29.32,29.32,8.96
107422,49318,313,3,35.91,0.0,0.0,107.73,25.34,76.02,31.71
107423,49318,159,1,44.93,0.15,6.74,38.19,27.55,27.55,10.64
107424,49318,393,2,6.07,0.0,0.0,12.14,3.84,7.68,4.46
107425,49319,448,1,135.02,0.1,13.5,121.52,81.47,81.47,40.05
107426,49319,410,1,42.92,0.0,0.0,42.92,24.48,24.48,18.44
107427,49320,26,1,158.55,0.2,31.71,126.84,114.63,114.63,12.21
107428,49320,236,2,38.19,0.05,3.82,72.56,24.96,49.92,22.64
107429,49321,245,2,30.47,0.0,0.0,60.94,23.38,46.76,14.18
107430,49322,171,2,57.1,0.05,5.71,108.49,22.16,44.32,64.17
107431,49322,100,2,10.76,0.0,0.0,21.52,6.63,13.26,8.26
107432,49323,313,1,34.7,0.0,0.0,34.7,25.34,25.34,9.36
107433,49324,313,3,34.35,0.05,5.15,97.9,25.34,76.02,21.88
107434,49325,317,2,48.49,0.0,0.0,96.98,26.15,52.3,44.68
107435,49325,174,2,7.58,0.1,1.52,13.64,5.08,10.16,3.48
107436,49326,470,2,43.5,0.05,4.35,82.65,21.7,43.4,39.25
107437,49326,45,1,36.81,0.1,3.68,33.13,24.68,24.68,8.45
107438,49327,5,4,155.29,0.0,0.0,621.16,135.37,541.48,79.68
107439,49327,174,3,7.61,0.05,1.14,21.69,5.08,15.24,6.45
107440,49328,169,3,41.46,0.05,6.22,118.16,12.68,38.04,80.12
107441,49328,36,2,225.83,0.1,45.17,406.49,177.26,354.52,51.97
107442,49329,441,2,122.25,0.05,12.23,232.27,86.3,172.6,59.67
107443,49329,100,3,10.42,0.05,1.56,29.7,6.63,19.89,9.81
107444,49330,59,3,62.39,0.0,0.0,187.17,40.13,120.39,66.78
107445,49330,174,2,7.45,0.05,0.75,14.15,5.08,10.16,3.99
107446,49330,439,1,43.04,0.0,0.0,43.04,35.13,35.13,7.91
107447,49331,291,4,9.94,0.0,0.0,39.76,7.37,29.48,10.28
107448,49331,3,2,491.43,0.05,49.14,933.72,402.2,804.4,129.32
107449,49332,313,2,34.7,0.0,0.0,69.4,25.34,50.68,18.72
107450,49332,14,1,450.14,0.05,22.51,427.63,409.04,409.04,18.59
107451,49333,389,2,34.48,0.0,0.0,68.96,22.79,45.58,23.38
107452,49333,324,2,59.5,0.0,0.0,119.0,45.59,91.18,27.82
107453,49334,3,1,472.43,0.05,23.62,448.81,402.2,402.2,46.61
107454,49335,175,2,46.6,0.0,0.0,93.2,16.34,32.68,60.52
107455,49336,109,2,18.26,0.25,9.13,27.39,9.9,19.8,7.59
107456,49337,313,2,33.58,0.15,10.07,57.09,25.34,50.68,6.41
107457,49338,165,2,132.43,0.0,0.0,264.86,97.56,195.12,69.74
107458,49338,352,2,38.12,0.05,3.81,72.43,19.41,38.82,33.61
107459,49338,186,3,8.18,0.0,0.0,24.54,5.41,16.23,8.31
107460,49339,263,1,38.97,0.2,7.79,31.18,18.96,18.96,12.22
107461,49340,339,2,13.28,0.2,5.31,21.25,8.65,17.3,3.95
107462,49340,171,4,58.58,0.0,0.0,234.32,22.16,88.64,145.68
107463,49340,172,3,36.62,0.3,32.96,76.9,17.01,51.03,25.87
107464,49341,174,2,7.58,0.15,2.27,12.89,5.08,10.16,2.73
107465,49341,456,3,41.85,0.0,0.0,125.55,38.87,116.61,8.94
107466,49341,187,2,12.91,0.05,1.29,24.53,6.85,13.7,10.83
107467,49341,313,2,34.61,0.1,6.92,62.3,25.34,50.68,11.62
107468,49342,110,2,16.8,0.15,5.04,28.56,6.43,12.86,15.7
107469,49343,162,4,24.77,0.05,4.95,94.13,15.67,62.68,31.45
107470,49344,35,1,406.3,0.15,60.94,345.36,362.2,362.2,-16.84
107471,49345,402,3,16.97,0.0,0.0,50.91,8.94,26.82,24.09
107472,49346,467,4,35.39,0.15,21.23,120.33,19.57,78.28,42.05
107473,49346,148,3,48.63,0.0,0.0,145.89,35.24,105.72,40.17
107474,49347,174,2,7.79,0.05,0.78,14.8,5.08,10.16,4.64
107475,49347,458,1,35.25,0.1,3.53,31.72,24.53,24.53,7.19
107476,49348,497,4,28.12,0.15,16.87,95.61,16.72,66.88,28.73
107477,49348,174,2,7.43,0.05,0.74,14.12,5.08,10.16,3.96
107478,49349,497,3,27.48,0.05,4.12,78.32,16.72,50.16,28.16
107479,49349,104,1,8.56,0.0,0.0,8.56,6.0,6.0,2.56
107480,49349,313,4,34.37,0.0,0.0,137.48,25.34,101.36,36.12
107481,49350,153,1,33.18,0.25,8.3,24.88,10.37,10.37,14.51
107482,49351,148,1,47.61,0.0,0.0,47.61,35.24,35.24,12.37
107483,49352,13,3,84.13,0.0,0.0,252.39,71.12,213.36,39.03
107484,49353,413,1,19.8,0.1,1.98,17.82,13.28,13.28,4.54
107485,49354,229,1,37.72,0.0,0.0,37.72,27.33,27.33,10.39
107486,49355,404,1,34.01,0.1,3.4,30.61,30.18,30.18,0.43
107487,49355,26,5,158.96,0.0,0.0,794.8,114.63,573.15,221.65
107488,49355,366,4,41.07,0.0,0.0,164.28,10.29,41.16,123.12
107489,49355,431,2,73.95,0.0,0.0,147.9,52.94,105.88,42.02
107490,49355,313,3,35.02,0.0,0.0,105.06,25.34,76.02,29.04
107491,49356,175,1,45.37,0.25,11.34,34.03,16.34,16.34,17.69
107492,49357,68,1,135.01,0.15,20.25,114.76,79.4,79.4,35.36
107493,49358,319,2,6.27,0.2,2.51,10.03,2.21,4.42,5.61
107494,49359,36,1,227.72,0.1,22.77,204.95,177.26,177.26,27.69
107495,49360,100,4,10.49,0.0,0.0,41.96,6.63,26.52,15.44
107496,49360,68,2,136.28,0.3,81.77,190.79,79.4,158.8,31.99
107497,49360,100,1,10.55,0.0,0.0,10.55,6.63,6.63,3.92
107498,49360,479,1,110.93,0.05,5.55,105.38,58.89,58.89,46.49
107499,49360,88,2,58.73,0.05,5.87,111.59,31.7,63.4,48.19
107500,49361,103,2,22.39,0.0,0.0,44.78,10.34,20.68,24.1
107501,49361,100,3,10.68,0.0,0.0,32.04,6.63,19.89,12.15
107502,49361,313,1,34.66,0.0,0.0,34.66,25.34,25.34,9.32
107503,49361,155,2,108.23,0.0,0.0,216.46,71.03,142.06,74.4
107504,49362,100,4,10.52,0.0,0.0,42.08,6.63,26.52,15.56
107505,49363,313,4,33.91,0.0,0.0,135.64,25.34,101.36,34.28
107506,49364,313,1,34.79,0.05,1.74,33.05,25.34,25.34,7.71
107507,49364,104,1,8.69,0.05,0.43,8.26,6.0,6.0,2.26
107508,49365,129,5,25.64,0.05,6.41,121.79,14.4,72.0,49.79
107509,49365,100,1,10.55,0.15,1.58,8.97,6.63,6.63,2.34
107510,49366,469,1,146.24,0.1,14.62,131.62,67.39,67.39,64.23
107511,49366,328,1,24.29,0.1,2.43,21.86,8.39,8.39,13.47
107512,49366,314,4,5.36,0.05,1.07,20.37,3.08,12.32,8.05
107513,49367,3,1,486.4,0.0,0.0,486.4,402.2,402.2,84.2
107514,49367,45,4,36.77,0.0,0.0,147.08,24.68,98.72,48.36
107515,49368,365,3,34.43,0.1,10.33,92.96,9.06,27.18,65.78
107516,49369,329,3,26.94,0.05,4.04,76.78,18.77,56.31,20.47
107517,49369,351,2,9.51,0.05,0.95,18.07,4.31,8.62,9.45
107518,49369,456,1,41.12,0.0,0.0,41.12,38.87,38.87,2.25
107519,49370,313,1,34.29,0.05,1.71,32.58,25.34,25.34,7.24
107520,49371,230,2,32.43,0.0,0.0,64.86,16.21,32.42,32.44
107521,49371,26,1,155.9,0.15,23.38,132.52,114.63,114.63,17.89
107522,49371,268,2,7.46,0.05,0.75,14.17,5.5,11.0,3.17
107523,49371,1,1,192.73,0.0,0.0,192.73,172.63,172.63,20.1
107524,49372,155,1,107.45,0.3,32.24,75.21,71.03,71.03,4.18
107525,49372,373,1,53.31,0.3,15.99,37.32,16.86,16.86,20.46
107526,49372,3,1,490.15,0.0,0.0,490.15,402.2,402.2,87.95
107527,49372,97,2,5.5,0.3,3.3,7.7,2.58,5.16,2.54
107528,49373,397,1,15.07,0.1,1.51,13.56,10.43,10.43,3.13
107529,49374,13,1,84.37,0.0,0.0,84.37,71.12,71.12,13.25
107530,49375,290,1,34.77,0.05,1.74,33.03,30.34,30.34,2.69
107531,49375,105,2,15.85,0.0,0.0,31.7,5.15,10.3,21.4
107532,49376,254,1,24.89,0.0,0.0,24.89,12.33,12.33,12.56
107533,49377,158,4,26.33,0.0,0.0,105.32,23.64,94.56,10.76
107534,49378,148,5,46.86,0.25,58.58,175.72,35.24,176.2,-0.48
107535,49378,407,2,17.38,0.25,8.69,26.07,11.53,23.06,3.01
107536,49379,109,2,18.25,0.0,0.0,36.5,9.9,19.8,16.7
107537,49379,313,3,35.76,0.0,0.0,107.28,25.34,76.02,31.26
107538,49380,222,2,34.31,0.0,0.0,68.62,16.89,33.78,34.84
107539,49380,245,1,30.92,0.1,3.09,27.83,23.38,23.38,4.45
107540,49380,248,3,141.65,0.0,0.0,424.95,62.0,186.0,238.95
107541,49381,47,1,136.96,0.2,27.39,109.57,92.61,92.61,16.96
107542,49381,360,1,30.57,0.3,9.17,21.4,12.47,12.47,8.93
107543,49381,381,2,42.66,0.0,0.0,85.32,31.61,63.22,22.1
107544,49381,3,1,486.13,0.15,72.92,413.21,402.2,402.2,11.01
107545,49382,148,4,47.96,0.05,9.59,182.25,35.24,140.96,41.29
107546,49382,373,1,54.77,0.3,16.43,38.34,16.86,16.86,21.48
107547,49382,148,1,50.19,0.2,10.04,40.15,35.24,35.24,4.91
107548,49382,255,2,38.99,0.15,11.7,66.28,28.28,56.56,9.72
107549,49383,193,6,12.74,0.0,0.0,76.44,6.21,37.26,39.18
107550,49384,335,2,16.22,0.05,1.62,30.82,9.53,19.06,11.76
107551,49384,464,5,33.92,0.0,0.0,169.6,16.88,84.4,85.2
107552,49384,222,2,34.8,0.0,0.0,69.6,16.89,33.78,35.82
107553,49385,3,1,490.59,0.0,0.0,490.59,402.2,402.2,88.39
107554,49385,404,1,33.23,0.0,0.0,33.23,30.18,30.18,3.05
107555,49386,378,1,5.27,0.15,0.79,4.48,4.51,4.51,-0.03
107556,49387,104,2,8.81,0.15,2.64,14.98,6.0,12.0,2.98
107557,49388,148,4,49.18,0.0,0.0,196.72,35.24,140.96,55.76
107558,49389,469,1,145.6,0.0,0.0,145.6,67.39,67.39,78.21
107559,49389,313,2,33.83,0.0,0.0,67.66,25.34,50.68,16.98
107560,49389,105,3,16.16,0.15,7.27,41.21,5.15,15.45,25.76
107561,49390,448,1,137.36,0.0,0.0,137.36,81.47,81.47,55.89
107562,49390,270,1,27.13,0.0,0.0,27.13,14.12,14.12,13.01
107563,49390,404,2,33.71,0.15,10.11,57.31,30.18,60.36,-3.05
107564,49391,364,2,40.66,0.2,16.26,65.06,14.8,29.6,35.46
107565,49391,70,3,78.79,0.05,11.82,224.55,57.01,171.03,53.52
107566,49391,129,1,24.72,0.1,2.47,22.25,14.4,14.4,7.85
107567,49391,100,3,10.65,0.05,1.6,30.35,6.63,19.89,10.46
107568,49392,189,1,36.2,0.1,3.62,32.58,20.31,20.31,12.27
107569,49393,181,1,9.57,0.15,1.44,8.13,5.83,5.83,2.3
107570,49394,466,1,30.36,0.05,1.52,28.84,23.9,23.9,4.94
107571,49394,313,2,34.17,0.05,3.42,64.92,25.34,50.68,14.24
107572,49394,313,2,36.1,0.05,3.61,68.59,25.34,50.68,17.91
107573,49395,365,1,35.03,0.25,8.76,26.27,9.06,9.06,17.21
107574,49395,313,2,34.1,0.15,10.23,57.97,25.34,50.68,7.29
107575,49396,148,1,48.35,0.2,9.67,38.68,35.24,35.24,3.44
107576,49396,329,3,26.65,0.25,19.99,59.96,18.77,56.31,3.65
107577,49396,100,3,10.83,0.0,0.0,32.49,6.63,19.89,12.6
107578,49396,191,2,13.65,0.3,8.19,19.11,6.35,12.7,6.41
107579,49397,186,3,8.22,0.05,1.23,23.43,5.41,16.23,7.2
107580,49398,358,3,16.57,0.05,2.49,47.22,9.37,28.11,19.11
107581,49399,262,2,24.98,0.0,0.0,49.96,18.65,37.3,12.66
107582,49399,165,2,129.41,0.05,12.94,245.88,97.56,195.12,50.76
107583,49400,313,4,35.1,0.0,0.0,140.4,25.34,101.36,39.04
107584,49400,256,2,13.2,0.05,1.32,25.08,7.27,14.54,10.54
107585,49400,313,2,34.01,0.0,0.0,68.02,25.34,50.68,17.34
107586,49401,60,2,34.55,0.05,3.46,65.64,10.81,21.62,44.02
107587,49401,313,1,35.58,0.1,3.56,32.02,25.34,25.34,6.68
107588,49401,339,3,13.2,0.0,0.0,39.6,8.65,25.95,13.65
107589,49402,155,3,107.12,0.05,16.07,305.29,71.03,213.09,92.2
107590,49402,37,1,195.39,0.0,0.0,195.39,179.42,179.42,15.97
107591,49403,313,3,34.78,0.0,0.0,104.34,25.34,76.02,28.32
107592,49403,129,3,25.51,0.0,0.0,76.53,14.4,43.2,33.33
107593,49404,344,1,5.27,0.25,1.32,3.95,3.41,3.41,0.54
107594,49404,103,1,23.03,0.25,5.76,17.27,10.34,10.34,6.93
107595,49405,313,2,34.42,0.3,20.65,48.19,25.34,50.68,-2.49
107596,49405,148,4,49.7,0.1,19.88,178.92,35.24,140.96,37.96
107597,49405,282,1,11.28,0.0,0.0,11.28,6.62,6.62,4.66
107598,49405,249,1,83.41,0.2,16.68,66.73,59.34,59.34,7.39
107599,49405,171,1,58.71,0.2,11.74,46.97,22.16,22.16,24.81
107600,49406,129,2,25.27,0.0,0.0,50.54,14.4,28.8,21.74
107601,49407,493,4,43.01,0.0,0.0,172.04,28.16,112.64,59.4
107602,49408,480,3,140.09,0.05,21.01,399.26,91.41,274.23,125.03
107603,49408,465,3,25.74,0.05,3.86,73.36,12.47,37.41,35.95
107604,49408,158,3,26.94,0.0,0.0,80.82,23.64,70.92,9.9
107605,49409,179,2,5.69,0.05,0.57,10.81,3.8,7.6,3.21
107606,49409,77,2,130.09,0.0,0.0,260.18,76.79,153.58,106.6
107607,49410,257,1,31.95,0.15,4.79,27.16,15.93,15.93,11.23
107608,49411,36,3,218.88,0.0,0.0,656.64,177.26,531.78,124.86
107609,49412,339,1,13.64,0.0,0.0,13.64,8.65,8.65,4.99
107610,49412,469,3,146.11,0.15,65.75,372.58,67.39,202.17,170.41
107611,49412,174,3,7.8,0.0,0.0,23.4,5.08,15.24,8.16
107612,49413,186,2,8.1,0.0,0.0,16.2,5.41,10.82,5.38
107613,49413,87,1,44.0,0.05,2.2,41.8,22.51,22.51,19.29
107614,49413,114,6,54.3,0.1,32.58,293.22,13.53,81.18,212.04
107615,49413,332,2,32.6,0.0,0.0,65.2,20.59,41.18,24.02
107616,49414,313,2,34.43,0.2,13.77,55.09,25.34,50.68,4.41
107617,49415,145,2,104.91,0.15,31.47,178.35,37.57,75.14,103.21
107618,49416,439,3,41.09,0.0,0.0,123.27,35.13,105.39,17.88
107619,49416,148,2,48.01,0.1,9.6,86.42,35.24,70.48,15.94
107620,49416,142,2,81.8,0.05,8.18,155.42,60.37,120.74,34.68
107621,49416,155,3,110.17,0.0,0.0,330.51,71.03,213.09,117.42
107622,49417,148,2,47.13,0.1,9.43,84.83,35.24,70.48,14.35
107623,49418,313,1,34.9,0.05,1.74,33.16,25.34,25.34,7.82
107624,49418,1,3,199.85,0.05,29.98,569.57,172.63,517.89,51.68
107625,49418,245,2,30.56,0.05,3.06,58.06,23.38,46.76,11.3
107626,49419,245,2,31.18,0.25,15.59,46.77,23.38,46.76,0.01
107627,49420,200,1,6.13,0.15,0.92,5.21,2.9,2.9,2.31
107628,49420,50,3,57.27,0.25,42.95,128.86,41.64,124.92,3.94
107629,49420,13,3,84.26,0.0,0.0,252.78,71.12,213.36,39.42
107630,49420,313,2,34.14,0.05,3.41,64.87,25.34,50.68,14.19
107631,49421,174,1,7.49,0.05,0.37,7.12,5.08,5.08,2.04
107632,49422,313,2,34.87,0.05,3.49,66.25,25.34,50.68,15.57
107633,49422,248,3,142.18,0.25,106.64,319.9,62.0,186.0,133.9
